         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
139, 0, 0, 0, 33.4887, 21.6286, 0.991119, 1.7922e-06, -8.98103e-07, -2.59095e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
140, 0, 0, 0, -98.3439, 98.8812, 1.49623, 1.6166e-06, -5.88453e-07, 2.4479e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
141, 0, 0, 0, 90.0022, 87.0823, 1.56626, 1.70433e-06, -1.14621e-06, -2.60876e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
142, 0, 0, 0, -31.074, 58.7197, 4.99459, 1.65549e-06, -8.84812e-07, -2.48053e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
143, 0, 0, 0, -5.8843, 65.7477, 1.05268, 1.62997e-06, -9.8776e-07, -3.28676e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
144, 0, 0, 0, 64.358, -10.9705, 2.10753, 9.2941e-07, -3.95089e-07, -1.17028e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
145, 0, 0, 0, 89.5681, 38.6806, 4.34912, 1.8733e-06, -3.73704e-07, -2.45965e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
146, 0, 0, 0, -1.129, 23.8811, 1.11763, 4.19468e-07, 2.59116e-09, -3.38416e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
147, 0, 0, 0, -73.5987, 7.4281, 4.63965, -7.9236e-07, -5.96483e-07, -2.43027e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
148, 0, 0, 0, -33.5129, 31.753, 0.116629, -0.00185329, -3.83312e-06, -9.23855e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
149, 0, 0, 0, -61.9618, -2.1142, 4.54598, -1.75146e-07, 2.38368e-05, 1.93972e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
150, 0, 0, 0, -58.838, 6.6421, 1.86522, -0.201197, -0.019801, 0.0515167
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
151, 0, 0, 0, 45.0722, -60.6592, 0.150153, -1.40138e-06, -4.30981e-07, -3.24446e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
152, 0, 0, 0, 42.5655, -35.5218, 1.66957, 2.43265e-07, -1.66905e-06, 1.08477e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
153, 0, 0, 0, -25.2809, 60.5508, 4.98534, 9.93666e-07, -1.25511e-06, -3.90635e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
154, 0, 0, 0, 88.7223, -15.5692, 0.975028, 7.5362e-07, -3.19722e-07, -1.456e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
155, 0, 0, 0, -46.8403, -84.765, 0.282397, -1.15509e-06, -8.48587e-07, -3.07614e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
156, 0, 0, 0, 72.4373, 28.4932, 4.38684, -1.00807e-05, 9.84272e-07, 7.73038e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
157, 0, 0, 0, -70.1805, -76.5432, 4.98675, 0.000178753, -0.000317325, 0.000103662
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
158, 0, 0, 0, -11.337, 97.163, 2.09816, -3.20166e-05, 8.95117e-07, 2.48472e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
159, 0, 0, 0, -80.1217, -64.9945, 0.415073, -1.61092e-06, -1.21926e-06, 3.02874e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
160, 0, 0, 0, -35.8702, -17.6302, 0.419576, -4.33421e-05, -2.12195e-06, 5.38097e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
161, 0, 0, 0, 1.6046, -59.2762, 3.1445, -0.464284, -0.00969204, 0.0345633
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
162, 0, 0, 0, -18.3407, 72.7795, 1.24326, -1.09984e-07, -2.50609e-06, -3.16008e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
163, 0, 0, 0, -19.8657, -73.5381, 1.61891, -2.16105e-06, -2.41082e-07, 2.70918e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
164, 0, 0, 0, -87.0622, 62.2142, 0.775919, -3.20359e-06, 1.42902e-06, 4.97382e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
165, 0, 0, 0, -76.4462, -17.9105, 4.80013, -3.27338e-07, -1.8277e-07, -1.29787e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
166, 0, 0, 0, 68.2115, -54.5726, 1.46433, 0, -2.79951e-26, -3.90587e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
167, 0, 0, 0, -62.3919, 70.189, 0.5462, 1.33975e-06, -5.3686e-07, 1.88099e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
168, 0, 0, 0, 12.8326, 65.2109, 0.904381, 0.656121, 0.00220878, 0.0189328
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
169, 0, 0, 0, 93.1503, -49.5888, 1.16453, 3.22864e-17, -2.93229e-19, 1.79287e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
170, 0, 0, 0, 78.2498, 13.6926, 4.42156, 0, 1.75916e-27, 9.40567e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
171, 0, 0, 0, 64.6574, 38.7685, 0.181672, 3.46269e-06, -8.17999e-07, 6.66824e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
172, 0, 0, 0, 56.1961, -75.0403, 4.53734, -1.36383e-06, -1.91031e-06, 0.000555844
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
173, 0, 0, 0, -76.2984, -96.2237, 1.71045, 0.000453743, -1.93002e-06, 2.24792e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
174, 0, 0, 0, -79.6136, -22.8485, 0.973077, -1.44724e-06, -6.7829e-07, -2.56439e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
175, 0, 0, 0, 6.4686, -99.2168, 1.72554, -9.69249e-07, -6.83864e-07, -1.72296e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
176, 0, 0, 0, -66.0842, 55.1995, 1.15039, -1.17299e-06, -7.84732e-07, -2.11019e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
177, 0, 0, 0, -81.6909, -60.1693, 1.51542, -5.51196e-06, 2.90367e-06, 1.27684e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
178, 0, 0, 0, 73.6648, -25.1933, 0.46782, 1.66971e-06, -6.80545e-07, -2.66888e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
179, 0, 0, 0, 49.5469, 43.8574, 0.485068, 5.28643e-06, 6.31927e-07, -6.2559e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
180, 0, 0, 0, -67.0519, -79.9606, 4.39098, 1.53548e-05, -1.84942e-06, -1.37691e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
181, 0, 0, 0, 27.9364, -63.7159, 0.865989, 0.000139914, -6.87166e-05, -0.000280962
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
182, 0, 0, 0, 53.5744, -51.553, 1.86417, -8.77181e-06, -1.98273e-06, -1.0033e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
183, 0, 0, 0, -42.5929, 94.7965, 0.306812, 1.30193e-06, -6.06173e-07, -1.8456e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
184, 0, 0, 0, 23.9653, -75.7185, 1.23974, 0, -3.57827e-27, -0.000136425
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
185, 0, 0, 0, 79.0287, 13.3982, 0.404288, 1.33353e-06, -1.24344e-06, 2.42754e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
186, 0, 0, 0, -55.9874, -49.2506, 0.819361, 6.31043e-05, -2.35735e-07, -3.28136e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
187, 0, 0, 0, 19.131, -44.4528, 1.80895, -1.22683e-06, -8.43794e-07, -2.57938e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
188, 0, 0, 0, -73.7841, 41.1068, 0.852292, -1.30675e-06, -8.17603e-07, -2.30628e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
189, 0, 0, 0, 5.0519, -36.5825, 0.713542, -1.01545e-06, -4.42737e-07, 1.70777e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
190, 0, 0, 0, 96.4796, -23.9595, 4.58887, 2.58796e-06, -1.31895e-05, -2.95414e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
191, 0, 0, 0, -64.2234, -4.9158, 1.73532, 5.13389e-05, -1.86641e-07, 9.14739e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
192, 0, 0, 0, 64.456, 45.9258, 4.89301, 1.66315e-06, -8.53847e-07, -2.77162e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
193, 0, 0, 0, -67.1832, -87.9668, 1.94558, 7.556e-07, 6.77846e-07, -3.97746e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
194, 0, 0, 0, -30.4741, -65.523, 4.62513, -8.60357e-07, -1.98498e-07, 2.06544e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
195, 0, 0, 0, 7.0779, 98.5383, 1.24673, -0.312277, -0.000591831, -0.0012469
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
196, 0, 0, 0, 87.9549, 21.18, 0.53388, 1.12492e-06, -5.13308e-07, -2.58732e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
197, 0, 0, 0, -5.9737, 3.8166, 4.68936, -6.14345e-07, -7.80786e-07, -2.12339e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
198, 0, 0, 0, 33.3697, -78.0635, 0.499611, -3.46892e-06, -1.0144e-06, -4.2895e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
199, 0, 0, 0, 61.7662, -23.2384, 0.56743, -9.96389e-07, -9.19051e-07, 1.27192e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
200, 0, 0, 0, 60.9064, 39.9032, 0.800903, 4.61412e-06, 1.4374e-05, -2.06186e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
201, 0, 0, 0, 67.7201, -18.6552, 0.183991, 1.53018e-06, -8.56168e-07, -2.89578e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
202, 0, 0, 0, 10.927, 35.8655, 0.297284, -4.71106e-05, 9.7391e-07, -2.55369e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
203, 0, 0, 0, 72.3141, -58.0806, 1.55842, -2.34343e-06, -8.05377e-06, -3.01756e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
204, 0, 0, 0, -68.0852, -23.8703, 0.749642, 9.9143e-07, -1.07899e-06, -1.6865e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
205, 0, 0, 0, 40.4263, -44.1216, 1.95249, 4.64879e-07, -3.13504e-06, -1.34615e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
206, 0, 0, 0, -77.7727, -58.6422, 1.11047, -1.41404e-06, -8.5946e-07, -2.58434e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
207, 0, 0, 0, -92.399, 26.1893, 0.815291, -1.53678e-06, -8.45211e-07, -2.50565e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
208, 0, 0, 0, -69.0582, -69.0709, 0.174589, -0.628159, 0.000424909, 0.0175643
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
209, 0, 0, 0, -0.0681, -76.6627, 1.5014, -1.52271e-05, -8.48734e-06, -3.77948e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
210, 0, 0, 0, -71.7388, 84.8489, 0.548499, 1.17598e-06, -7.94795e-07, -2.32625e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
211, 0, 0, 0, 94.8916, 94.8797, 1.00281, 1.50109e-17, -4.74476e-18, 5.996e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
212, 0, 0, 0, 77.8399, 20.212, 4.33575, 1.78124e-06, -7.08602e-07, 2.41743e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
213, 0, 0, 0, 63.4996, 73.8226, 1.40144, 1.43826e-06, 1.28941e-08, -5.25536e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
214, 0, 0, 0, 61.5626, 31.8572, 4.93481, 1.74069e-06, -9.00557e-07, -2.56044e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
215, 0, 0, 0, 1.8104, -65.515, 1.33533, -4.59956e-06, -4.49928e-06, -2.69892e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
216, 0, 0, 0, -61.5987, -86.0244, 4.54452, -1.1941e-06, -7.48689e-07, -2.96321e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
217, 0, 0, 0, 57.4226, -11.2595, 0.271601, 2.7802e-05, -6.88631e-06, 3.35216e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
218, 0, 0, 0, -53.0902, -61.3343, 1.94777, -2.8434e-06, 6.47909e-07, 1.79628e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
219, 0, 0, 0, -39.9162, -16.6638, 4.88929, -1.39807e-07, -4.28143e-08, -8.28724e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
220, 0, 0, 0, 21.9865, 40.3845, 1.06074, 1.26696e-06, -1.04e-06, 2.55746e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
221, 0, 0, 0, -35.6703, -3.2665, 0.644336, 0.747066, -0.0179143, 0.108008
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
222, 0, 0, 0, -83.2748, -52.1777, 0.495172, -6.11804e-06, -3.32857e-06, -5.7509e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
223, 0, 0, 0, -20.2614, -4.3661, 0.676717, -3.6083e-05, -4.60356e-07, 7.71304e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
224, 0, 0, 0, -93.15, -56.2472, 2.12476, -7.07633e-06, -4.34188e-06, -2.89251e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
225, 0, 0, 0, -28.2735, -47.4374, 4.90851, -0.705696, -0.0195365, 0.0211341
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
226, 0, 0, 0, -96.0803, 36.3629, 1.18482, -7.90506e-07, -3.71128e-07, -1.74605e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
227, 0, 0, 0, -66.2773, 8.8448, 0.576062, -9.65179e-07, -6.08581e-07, -1.84937e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
228, 0, 0, 0, 94.8725, -26.8895, 1.9458, 7.64445e-07, -1.18714e-06, -3.58828e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
229, 0, 0, 0, 94.3042, 73.6391, 1.06857, 1.76785e-06, -8.73737e-07, 2.46993e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
230, 0, 0, 0, -77.3089, -87.8587, 1.34182, 5.75707e-07, 1.73888e-06, 3.4149e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
231, 0, 0, 0, 47.7079, -51.9757, 4.792, -1.61088e-06, -8.84404e-07, -2.4526e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
232, 0, 0, 0, 29.8239, 71.4424, 0.615502, -1.55265e-05, 3.38596e-06, 3.21639e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
233, 0, 0, 0, -43.1104, -83.7227, 0.746192, 0.000991234, -3.03824e-06, -4.51345e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
234, 0, 0, 0, 2.8868, -57.2206, 0.802357, -1.01417e-06, -6.53889e-07, -2.59001e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
235, 0, 0, 0, -64.8668, -46.7029, 4.72115, -9.30338e-07, -3.31832e-07, 2.13633e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
236, 0, 0, 0, -89.9809, -40.6517, 1.59465, -0.382451, -0.00911787, 0.0217498
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
237, 0, 0, 0, 40.6849, 32.0565, 4.64986, 1.95907e-08, 1.97763e-08, -1.32103e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
238, 0, 0, 0, 5.0002, 1.6563, 1.76109, 1.43858e-05, -8.88263e-08, 1.77155e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
239, 0, 0, 0, -22.8138, 17.7309, 1.48025, -9.92791e-07, -9.41998e-07, -3.12329e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
240, 0, 0, 0, -23.8601, -8.6187, 1.86889, -6.99584e-07, -5.001e-07, -1.68958e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
241, 0, 0, 0, 34.8245, 63.3502, 4.99984, 9.58658e-24, 2.20108e-26, 2.42408e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
242, 0, 0, 0, -44.6663, -81.8699, 0.603178, -1.89105e-06, -1.17367e-06, 2.59168e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
243, 0, 0, 0, -97.7373, 16.9881, 4.33642, -2.09821e-06, -8.85828e-07, -2.5891e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
244, 0, 0, 0, -26.7229, -1.0433, 0.882743, -7.76114e-07, 7.62136e-12, -2.26836e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
245, 0, 0, 0, 54.7325, -85.6985, 1.33481, -1.47736e-06, -4.61859e-07, -2.61089e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
246, 0, 0, 0, 49.9807, 87.6588, 1.92716, 9.58018e-07, -1.07301e-06, -2.43723e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
247, 0, 0, 0, 24.3623, 59.7408, 1.81434, 1.04311e-06, -2.48344e-07, -1.71776e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
248, 0, 0, 0, 17.6007, 19.8081, 0.830503, 1.63026e-06, -3.55426e-08, 2.61875e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
249, 0, 0, 0, -53.6678, -94.5435, 0.787821, -1.19376e-06, -5.16478e-08, 2.58613e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
250, 0, 0, 0, 61.0651, -54.1971, 1.43772, 1.30512e-06, 2.46752e-06, 2.57807e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
251, 0, 0, 0, -36.9205, 71.3707, 0.297648, 7.55012e-06, -6.9325e-06, -8.775e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
252, 0, 0, 0, 26.0937, 95.6469, 4.60867, 3.34682e-05, -4.9634e-06, -3.20364e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
253, 0, 0, 0, -93.7988, -26.9149, 0.757755, 0.00230306, 5.33538e-06, 1.01759e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
254, 0, 0, 0, 48.3094, -81.8013, 0.677641, 3.45675e-06, -6.65233e-06, -9.52723e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
255, 0, 0, 0, -26.5393, -2.0586, 0.578018, -8.64179e-07, -5.51096e-07, 2.72622e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
256, 0, 0, 0, 83.6088, 0.5375, 4.64846, 1.26367e-06, -1.07105e-06, 2.53893e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
257, 0, 0, 0, -73.5709, 98.5165, 4.89578, 3.39183e-06, -3.50748e-06, 5.74835e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
258, 0, 0, 0, -72.0964, 53.2717, 1.40032, 2.32197e-06, -1.06824e-05, 1.97987e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
259, 0, 0, 0, -94.5962, 89.0917, 2.09074, -1.14814e-06, -8.73816e-07, -2.45318e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
260, 0, 0, 0, 95.0822, 12.1485, 1.93382, 3.04718e-07, -1.80639e-07, -1.17712e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
261, 0, 0, 0, -47.6684, 41.0432, 1.86034, -1.21049e-06, -9.30865e-07, -2.60245e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
262, 0, 0, 0, 22.0674, -36.919, 1.03664, -3.40591e-07, -1.92547e-07, -1.23031e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
263, 0, 0, 0, 13.439, -98.8663, 4.66847, -1.50904e-06, -8.62198e-07, -3.10979e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
264, 0, 0, 0, -50.7766, 28.227, 1.64829, -1.26321e-05, -3.77195e-06, 1.80498e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
265, 0, 0, 0, 36.2624, -38.4205, 1.38875, -1.51806e-06, -9.06169e-07, 2.84166e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
266, 0, 0, 0, -60.5174, 55.5458, 0.676459, -1.59685e-06, -7.0759e-07, -2.43207e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
267, 0, 0, 0, -6.2975, 69.8022, 0.351007, 2.62128e-07, -2.82945e-07, -2.91466e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
268, 0, 0, 0, -50.6516, 76.0969, 1.80492, 1.01732e-05, -3.86655e-06, -7.96112e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
269, 0, 0, 0, -70.6011, 32.4376, 0.907413, -1.14118e-06, -9.61592e-07, 2.94414e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
270, 0, 0, 0, 33.3323, -38.3363, 1.49697, -1.47491e-06, -8.86037e-07, -2.56672e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
271, 0, 0, 0, -5.3348, -81.2293, 1.10586, -4.39482e-24, -7.68119e-24, 1.53514e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
272, 0, 0, 0, 86.6184, 63.2353, 1.77496, 7.7457e-06, -7.69135e-06, 1.6056e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
273, 0, 0, 0, 93.348, 95.9265, 0.396901, 7.03412e-06, -5.75244e-06, -2.77471e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
274, 0, 0, 0, 5.6321, 47.3035, 2.13839, 8.86092e-06, -2.73459e-06, 4.31124e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
275, 0, 0, 0, -31.9075, 3.8726, 4.84886, -8.71407e-08, -1.73952e-07, -4.30539e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
276, 0, 0, 0, -70.1587, 1.3863, 1.47722, -2.7272e-06, -1.10291e-05, -5.93395e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
277, 0, 0, 0, -24.9812, 90.7176, 4.55155, 3.55338e-06, 1.32136e-06, 2.65153e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
278, 0, 0, 0, -10.2134, 57.3237, 1.71476, 6.31089e-30, -6.44105e-28, -4.24172e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
